path,annotation
audio/train_00589.wav,SHE FOUND THREE SEASHELLS ON THE BEACH
audio/train_00590.wav,HE HAD FOUR SIBLINGS WHICH ARE ALL OLDER THAN HIM
audio/train_00591.wav,THE CHEF USED EIGHT DIFFERENT SPICES TO CREATE THAT DISH
audio/train_00592.wav,MOVIE RECEIVED FIVE STARS FROM THE CRITICS
audio/train_00593.wav,SHE HAD TO COMPLETE FOUR LAPS AROUND THE TRACK TO FINISH THE RACE
audio/train_00594.wav,WE SAW TWO DOLPHINS SWIMMING IN THE OCEAN THIS MORNING
audio/train_00595.wav,THEY ONLY HAD THREE MINUTES TO COMPLETE THE OBSTACLE COURSE
audio/train_00596.wav,THEY HEARD THREE LOUD KNOCKS ON THE DOOR IN THE MIDDLE OF THE NIGHT
audio/train_00597.wav,THEY HAD TO SOLVE THREE RIDDLES TO GAIN ACCESS TO THE TREASURE
audio/train_00598.wav,SHE ONLY HAD FIVE DOLLARS LEFT IN HER WALLET
audio/train_00599.wav,SHE DECIDED TO GO ON A ZERO SUGAR DIET TO IMPROVE HER HEALTH
audio/train_00600.wav,THEY WERE ABLE TO ESCAPE THE ROOM WITH ZERO MINUTES TO SPARE
audio/train_00601.wav,THEY HIKED FOR NINE MILES BEFORE STOPPING FOR LUNCH
audio/train_00602.wav,SHE COULD ONLY AFFORD TO BUY FOUR ITEMS FROM THE STORE
audio/train_00603.wav,HE WAS ONLY ONE STEP AWAY FROM DISCOVERING THE TRUTH
audio/train_00604.wav,WE HAD TO WALK FIVE MILES TO GET TO THE NEAREST TOWN
audio/train_00605.wav,SHE WORKED NINE HOURS A DAY
audio/train_00606.wav,HE ALWAYS BELIEVED THAT ONE DAY HE WOULD MAKE A DIFFERENCE IN THE WORLD
audio/train_00607.wav,THEY DIVIDED THE CAKE INTO TWO EQUAL PORTIONS
audio/train_00608.wav,SHE DECIDED TO GO ON A ZERO SUGAR DIET TO IMPROVE HER HEALTH
audio/train_00609.wav,HE RECEIVED SIX NAME CARDS IN THE COMPANY EVENT TODAY
audio/train_00610.wav,HE HAD ZERO PATIENCE FOR PEOPLE WHO WERE INCOMPETENT AT THEIR JOBS
audio/train_00611.wav,THEY WERE ABLE TO FIND THE TWO SOCKS THAT HAD GONE MISSING
audio/train_00612.wav,JOHN HAS FIVE SIBLINGS AND ALL THEM ARE YOUNGER THAN HIM
audio/train_00613.wav,HE HAD ZERO PATIENCE FOR PEOPLE WHO WERE INCOMPETENT AT THEIR JOBS
audio/train_00614.wav,THERE ARE TWO DOORS TO ENTER THE BUILDING
audio/train_00615.wav,WE HAD TO WALK FIVE MILES TO GET TO THE NEAREST TOWN
audio/train_00616.wav,SHE HAD TO TAKE FIVE DIFFERENT MEDICATIONS TO MANAGE HER CHRONIC ILLNESS
audio/train_00617.wav,THEY PLANTED SIX APPLE TREES IN THEIR GARDEN
audio/train_00618.wav,SHE HAD TO TAKE FIVE DIFFERENT MEDICATIONS TO MANAGE HER CHRONIC ILLNESS
audio/train_00619.wav,THE MOVIE WAS DIVIDED INTO FOUR PARTS
audio/train_00620.wav,THEY SAY ONE SHOULD ALWAYS FOLLOW THEIR DREAMS
audio/train_00621.wav,HE PLAYED NINE DIFFERENT MUSICAL INSTRUMENTS
audio/train_00622.wav,THEY HAD TO ATTEND THREE DIFFERENT WEDDINGS IN THE SAME MONTH
audio/train_00623.wav,HE WAS SURPRISED TO FIND ZERO ERRORS IN HIS CODE AFTER WORKING ON IT ALL NIGHT
audio/train_00624.wav,SHE NEEDS TO TAKE TWO PILLS EVERY MORNING FOR HER HEALTH
audio/train_00625.wav,SHE WORKED NINE HOURS A DAY
audio/train_00626.wav,SHE HAD TO WEAR FOUR LAYERS OF CLOTHING TO STAY WARM IN THE WINTER
audio/train_00627.wav,SHE HAD TO READ FOUR BOOKS FOR HER ENGLISH CLASS
audio/train_00628.wav,THEY SPENT EIGHT HOURS DRIVING ACROSS THE COUNTRY
audio/train_00629.wav,THEY PLANTED SIX APPLE TREES IN THEIR GARDEN
audio/train_00630.wav,HE IS ONE OF THE MOST INSPIRING TEACHERS IN THE SCHOOL
audio/train_00631.wav,SHE WON SIX AWARDS FOR HER ARTWORK
audio/train_00632.wav,THEY NEEDED THREE MORE PLAYERS TO FORM A FULL TEAM
audio/train_00633.wav,THEY WERE ABLE TO FIND THE TWO SOCKS THAT HAD GONE MISSING
audio/train_00634.wav,THEY DECIDED TO CUT OUT ALL PROCESSED FOODS AND EAT A ZERO ADDITIVE DIET
audio/train_00635.wav,ONLY HAD TWO HOURS TO FINISH HER WORK
audio/train_00636.wav,THE COUPLE WAS DECIDING BETWEEN TWO VENUES FOR THEIR WEDDING
audio/train_00637.wav,HE HAD TO SOLVE THREE MATH PROBLEMS TO PASS THE TEST
audio/train_00638.wav,SHE WAS ABLE TO COMPLETE THE PUZZLE WITH ZERO HELP FROM HER FRIENDS
audio/train_00639.wav,THEY STAYED IN SIX DIFFERENT HOTELS DURING THEIR ROAD TRIP
audio/train_00640.wav,HE HAD TO CHOOSE BETWEEN TWO JOB OFFERS
audio/train_00641.wav,THE CAR HAD FOUR FLAT TIRES
audio/train_00642.wav,THEY WERE SEVEN MILES INTO THEIR HIKE
audio/train_00643.wav,WE HAD ZERO CLUES ABOUT THE SURPRISE PARTY THAT WAS PLANNED FOR US
audio/train_00644.wav,THERE ARE TWO DOORS TO ENTER THE BUILDING
audio/train_00645.wav,IT WOULD TAKE ONE DAY TO DRIVE TO HER DESTINATION
audio/train_00646.wav,SHE ONLY HAD TWO HOURS TO FINISH HER WORK
audio/train_00647.wav,ONE CANNOT ACHIEVE GREATNESS WITHOUT HARD WORK AND DEDICATION
audio/train_00648.wav,THE MOVIE RECEIVED FIVE STARS FROM THE CRITICS
audio/train_00649.wav,THE RECIPE CALLS FOR FOUR CUPS OF FLOUR
audio/train_00650.wav,THE RECIPE CALLS FOR FOUR CUPS OF FLOUR
audio/train_00651.wav,THEY SAW SEVEN SHOOTING STARS IN ONE NIGHT
audio/train_00652.wav,HAD TO WALK THREE MILES TO GET TO THE NEAREST STORE
audio/train_00653.wav,WE HAD TO WALK FIVE MILES TO GET TO THE NEAREST TOWN
audio/train_00654.wav,THEY NEEDED TO ORDER TWO MORE BOXES OF PAPER FOR THE OFFICE
audio/train_00655.wav,THE COMPANY HAD TO LAY OFF THREE EMPLOYEES DUE TO BUDGET CUTS
audio/train_00656.wav,SHE HAD TO TAKE FIVE DIFFERENT MEDICATIONS TO MANAGE HER CHRONIC ILLNESS
audio/train_00657.wav,THEY DECIDED TO START THEIR OWN BUSINESS WITH ZERO INVESTMENT CAPITAL
audio/train_00658.wav,WE ONLY NEED ONE MORE PERSON TO COMPLETE THE TEAM
audio/train_00659.wav,THEY DONATED FIVE PERCENT OF THEIR EARNINGS TO A LOCAL CHARITY EVERY MONTH
audio/train_00660.wav,THEY WATCHED A FEW MOVIES THAT LASTED NINE HOURS LONG
audio/train_00661.wav,WE DROVE FOR FIVE HOURS STRAIGHT TO GET TO OUR DESTINATION
audio/train_00662.wav,AFTER THREE HOURS OF DRIVING THEY FINALLY ARRIVED AT THEIR DESTINATION
audio/train_00663.wav,THEY TOOK A NINE HOUR FLIGHT TO GET TO LONDON
audio/train_00664.wav,HE WAS THE ONLY ONE WHO BELIEVED IN HER
audio/train_00665.wav,THEY GOT A SCORE OF ZERO FOR NOT FOLLOWING THE INSTRUCTIONS
audio/train_00666.wav,SHE SCORED NINE FOR THE QUIZ
audio/train_00667.wav,THE TEAM WAS SPLIT INTO TWO GROUPS FOR THE CHALLENGE
audio/train_00668.wav,WE HAD ZERO CLUES ABOUT THE SURPRISE PARTY THAT WAS PLANNED FOR US
audio/train_00669.wav,THE TRAIN HAD FOUR STOPS BEFORE REACHING ITS DESTINATION
audio/train_00670.wav,AFTER THREE HOURS OF DRIVING THEY FINALLY ARRIVED AT THEIR DESTINATION
audio/train_00671.wav,THEY WATCHED A FEW MOVIES THAT LASTED NINE HOURS LONG
audio/train_00672.wav,HE WORKED FOR NINE DIFFERENT COMPANIES IN HIS CAREER
audio/train_00673.wav,THE COMPANY HAD TO LAY OFF THREE EMPLOYEES DUE TO BUDGET CUTS
audio/train_00674.wav,THE BUILDING HAD FOUR ENTRANCES
audio/train_00675.wav,HE HAD TO SOLVE THREE MATH PROBLEMS TO PASS THE TEST
audio/train_00676.wav,THEY STAYED IN ROOM NINE AT THAT HOTEL
audio/train_00677.wav,IT TOOK THEM EIGHT ATTEMPTS TO FINALLY SOLVE THE COMPLEX PUZZLE
audio/train_00678.wav,WE SAW TWO DOLPHINS SWIMMING IN THE OCEAN THIS MORNING
audio/train_00679.wav,ONE CANNOT ACHIEVE GREATNESS WITHOUT HARD WORK AND DEDICATION
audio/train_00680.wav,THEY DIVIDED THE CAKE INTO TWO EQUAL PORTIONS
audio/train_00681.wav,THE MOVIE RECEIVED FIVE STARS FROM THE CRITICS
audio/train_00682.wav,THEY WERE ABLE TO SOLVE THE PUZZLE IN JUST SEVEN MOVES
audio/train_00683.wav,JOHN HAS FIVE SIBLINGS AND ALL THEM ARE YOUNGER THAN HIM
audio/train_00684.wav,ABLE TO COMPLETE THE MARATHON IN JUST SEVEN HOURS
audio/train_00685.wav,WE ONLY HAVE ONE LIFE TO LIVE SO MAKE IT COUNT
audio/train_00686.wav,THEY STAYED IN THE HOTEL ROOM FOR SEVEN NIGHTS
audio/train_00687.wav,SHE WAS TORN BETWEEN TWO DIFFERENT CAREER PATHS
audio/train_00688.wav,WE HAD ZERO CLUES ABOUT THE SURPRISE PARTY THAT WAS PLANNED FOR US
audio/train_00689.wav,THEY SAW SEVEN SHOOTING STARS IN ONE NIGHT
audio/train_00690.wav,WAS ABLE TO FIX THE CAR WITH ZERO KNOWLEDGE OF MECHANICS
audio/train_00691.wav,HE IS THE ONLY ONE WHO CAN SOLVE THE PUZZLE
audio/train_00692.wav,THEY WERE ABLE TO SOLVE THREE PUZZLES
audio/train_00693.wav,HE WAS SHOCKED TO FIND OUT THAT HE HAD ZERO DOLLARS LEFT IN HIS BANK ACCOUNT
audio/train_00694.wav,THEY HAD TO CROSS FOUR RIVERS TO GET TO THE OTHER SIDE
audio/train_00695.wav,THEY FOUND FIVE DIFFERENT SPECIES OF BIRDS IN THE FOREST
audio/train_00696.wav,HE HAD ZERO PATIENCE FOR PEOPLE WHO WERE INCOMPETENT AT THEIR JOBS
audio/train_00697.wav,THE MAGNIFICENT SEVEN IS A CLASSIC WESTERN MOVIE
audio/train_00698.wav,HE HAD SIX DIFFERENT CARS THROUGHOUT HIS LIFE
audio/train_00699.wav,THEY DONATED FIVE PERCENT OF THEIR EARNINGS TO A LOCAL CHARITY EVERY MONTH
audio/train_00700.wav,THEY WERE ONLY EIGHT PAGES AWAY FROM FINISHING THE BOOK
audio/train_00701.wav,THEY FOUND FIVE DIFFERENT SPECIES OF BIRDS IN THE FOREST
audio/train_00702.wav,HE HAD TO CHOOSE BETWEEN TWO JOB OFFERS
audio/train_00703.wav,HE HAS NINE SIBLINGS
audio/train_00704.wav,THEY SAY THAT FIVE IS THE MAGIC NUMBER
audio/train_00705.wav,HAD TO TAKE FIVE DIFFERENT MEDICATIONS TO MANAGE HER CHRONIC ILLNESS
audio/train_00706.wav,THEY HAD TO SOLVE SEVEN RIDDLES TO ENTER THE CASTLE
audio/train_00707.wav,WERE ABLE TO COMPLETE THE MARATHON IN JUST SEVEN HOURS
audio/train_00708.wav,SHE TOOK ONE LAST LOOK AT THE SUNSET BEFORE HEADING HOME
audio/train_00709.wav,THE TEAM WON THEIR EIGHTH CONSECUTIVE GAME THIS SEASON
audio/train_00710.wav,THEY ONLY HAD THREE DAYS TO PACK FOR THEIR VACATION TO THE BEACH
audio/train_00711.wav,THERE ARE FOUR SEASONS IN A YEAR
audio/train_00712.wav,THEY SAY THAT FIVE IS THE MAGIC NUMBER
audio/train_00713.wav,THE PLANT HAD GROWN FOUR INCHES SINCE SHE LAST MEASURED IT
audio/train_00714.wav,HE WAS SURPRISED TO FIND ZERO ERRORS IN HIS CODE AFTER WORKING ON IT ALL NIGHT
audio/train_00715.wav,SHE HAD TO GET UP AT EIGHT EVERY MORNING TO CATCH THE BUS TO WORK
audio/train_00716.wav,THEY DIVIDED THE CAKE INTO TWO EQUAL PORTIONS
audio/train_00717.wav,HE WAS ABLE TO FIX THE LEAK IN THE ROOF WITH ZERO ISSUES
audio/train_00718.wav,THE CAR HAD FOUR FLAT TIRES
audio/train_00719.wav,THEY STAYED IN SIX DIFFERENT HOTELS DURING THEIR ROAD TRIP
audio/train_00720.wav,SHE WON SIX AWARDS FOR HER ARTWORK
audio/train_00721.wav,THEY WERE ONLY EIGHT POUNDS AWAY FROM THEIR GOAL WEIGHT
audio/train_00722.wav,THEY HAD TO CLIMB FIVE FLIGHTS OF STAIRS TO GET TO THEIR APARTMENT
audio/train_00723.wav,THEY STAYED IN THE HOTEL ROOM FOR SEVEN NIGHTS
audio/train_00724.wav,THEY WERE ONLY EIGHT PAGES AWAY FROM FINISHING THE BOOK
audio/train_00725.wav,HE PLAYED NINE DIFFERENT MUSICAL INSTRUMENTS
audio/train_00726.wav,SHE HAD SIX DIFFERENT JOBS BEFORE FINDING HER DREAM JOB
audio/train_00727.wav,THEY CAUGHT SIX FISH IN THE RIVER
audio/train_00728.wav,WE NEED TO LEAVE FOR THE TRAIN STATION IN FOUR HOURS
audio/train_00729.wav,THE STORE WAS OPEN SEVEN DAYS A WEEK
audio/train_00730.wav,THE BOOK IS DIVIDED INTO TWO PARTS
audio/train_00731.wav,THE COMPANY HAD BEEN IN BUSINESS FOR FOUR DECADES
audio/train_00732.wav,HE ALWAYS BELIEVED THAT ONE DAY HE WOULD MAKE A DIFFERENCE IN THE WORLD
audio/train_00733.wav,THE BOOK WAS DIVIDED INTO THREE PARTS
audio/train_00734.wav,WE HAVE NINE PLAYERS IN OUR TEAM
audio/train_00735.wav,THEY STAYED IN THE HOTEL ROOM FOR SEVEN NIGHTS
audio/train_00736.wav,THEY PLANTED SIX APPLE TREES IN THEIR GARDEN
audio/train_00737.wav,SHE IS ONE OF THE MOST DETERMINED ATHLETES
audio/train_00738.wav,SHE HAD TO VISIT FOUR DIFFERENT COUNTRIES TO COMPLETE HER BUCKET LIST
audio/train_00739.wav,HE HAD ZERO PATIENCE FOR PEOPLE WHO WERE INCOMPETENT AT THEIR JOBS
audio/train_00740.wav,THEY WERE ABLE TO RUN SEVEN MILES WITHOUT STOPPING
audio/train_00741.wav,THE PAINTING WAS DIVIDED INTO THREE PANELS
audio/train_00742.wav,THEY CAUGHT SIX FISH IN THE RIVER
audio/train_00743.wav,HE IS THE ONLY ONE WHO CAN SOLVE THE PUZZLE
audio/train_00744.wav,WE HAD TO WALK FIVE MILES TO GET TO THE NEAREST TOWN
audio/train_00745.wav,THERE IS ONLY ONE WAY TO SUCCESS AND THAT IS HARD WORK AND DETERMINATION
audio/train_00746.wav,THERE ARE TWO DOORS TO ENTER THE BUILDING
audio/train_00747.wav,HE HAD FOUR SIBLINGS WHICH ARE ALL OLDER THAN HIM
audio/train_00748.wav,SHE HAD EIGHT DIFFERENT OUTFITS FOR THE PHOTOSHOOT
audio/train_00749.wav,THEY WERE ABLE TO SOLVE THREE PUZZLES
audio/train_00750.wav,SHE GAVE THREE REASONS WHY SHE DID NOT WANT TO GO TO THE PARTY
audio/train_00751.wav,THEY DECIDED TO START THEIR OWN BUSINESS WITH ZERO INVESTMENT CAPITAL
audio/train_00752.wav,THEY WERE ABLE TO CATCH SEVEN FISH IN THE LAKE
audio/train_00753.wav,WE COUNTED TO NINE BEFORE STARTING THE GAME
audio/train_00754.wav,HE COOKED SIX DIFFERENT DISHES FOR HIS DINNER PARTY
audio/train_00755.wav,SHE WAS EIGHT YEARS OLD WHEN SHE FIRST DISCOVERED HER LOVE FOR MUSIC
audio/train_00756.wav,SHE IS THE ONLY ONE WHO UNDERSTANDS THE SITUATION
audio/train_00757.wav,THEY HAD TO CROSS FOUR RIVERS TO GET TO THE OTHER SIDE
audio/train_00758.wav,HAD TO WALK THREE MILES TO GET TO THE NEAREST STORE
audio/train_00759.wav,IT TOOK THEM EIGHT ATTEMPTS TO FINALLY SOLVE THE COMPLEX PUZZLE
audio/train_00760.wav,HE WAS SHOCKED TO FIND OUT THAT HE HAD ZERO DOLLARS LEFT IN HIS BANK ACCOUNT
audio/train_00761.wav,HE WROTE EIGHT DIFFERENT DRAFTS OF HIS NOVEL
audio/train_00762.wav,SHE HAD TO VISIT THREE DIFFERENT STORES TO FIND THE PERFECT DRESS
audio/train_00763.wav,SHE HAD TO WAIT FOR THREE HOURS AT THE AIRPORT DUE TO A DELAYED FLIGHT
audio/train_00764.wav,WE HAVE TO BE AT THE MEETING BY NINE TOMORROW
audio/train_00765.wav,HE WAS ABLE TO FIX THE LEAK IN THE ROOF WITH ZERO ISSUES
audio/train_00766.wav,HE ORDERED SIX PIZZAS FOR THE PARTY
audio/train_00767.wav,SHE VISITED NINE COUNTRIES IN A YEAR
audio/train_00768.wav,SHE HAD TO WEAR FOUR LAYERS OF CLOTHING TO STAY WARM IN THE WINTER
audio/train_00769.wav,HE WAS ABLE TO COMPLETE THE MARATHON IN JUST TWO HOURS
audio/train_00770.wav,THEY WERE ABLE TO RUN SEVEN MILES WITHOUT STOPPING
audio/train_00771.wav,THE TEAM HAD ZERO CHANCE OF WINNING THE GAME
audio/train_00772.wav,THE PROJECT WILL TAKE TWO MONTHS TO COMPLETE
audio/train_00773.wav,SHE NEEDS TO TAKE TWO PILLS EVERY MORNING FOR HER HEALTH
audio/train_00774.wav,BOTH OF THEM HAVE TWO OLDER SIBLINGS
audio/train_00775.wav,THERE ARE FOUR SEASONS IN A YEAR
audio/train_00776.wav,THEY READ SEVEN BOOKS OVER THE SUMMER AND FELT PROUD OF THEIR ACCOMPLISHMENT
audio/train_00777.wav,HE DIVIDED THE PIE INTO FOUR EQUAL PIECES
audio/train_00778.wav,THERE CAN ONLY BE ONE WINNER FOR THE CONTEST
audio/train_00779.wav,THEY WERE ONLY EIGHT POUNDS AWAY FROM THEIR GOAL WEIGHT
audio/train_00780.wav,SHE HAD TO READ FOUR BOOKS FOR HER ENGLISH CLASS
audio/train_00781.wav,HE WAS ABLE TO COMPLETE THE CROSSWORD PUZZLE WITH ZERO ERRORS
audio/train_00782.wav,THEY DECIDED TO CUT OUT ALL PROCESSED FOODS AND EAT A ZERO ADDITIVE DIET
audio/train_00783.wav,HE HAD TO GIVE A PRESENTATION TO A GROUP OF SIX EXECUTIVES
audio/train_00784.wav,THEY WERE ONLY EIGHT SECONDS AWAY FROM BEATING THE WORLD RECORD
audio/train_00785.wav,THE RECIPE CALLS FOR FOUR CUPS OF FLOUR
audio/train_00786.wav,THEY WAITED FOR THREE HOURS IN THE QUEUE TO GET TICKETS FOR THE CONCERT
audio/train_00787.wav,THEY SPENT SIX MONTHS RENOVATING THEIR HOUSE
audio/train_00788.wav,WE WERE GIVEN TWO OPTIONS TO CHOOSE FROM
audio/train_00789.wav,THEY NEEDED TO ORDER TWO MORE BOXES OF PAPER FOR THE OFFICE
audio/train_00790.wav,HE WAS SHOCKED TO FIND OUT THAT HE HAD ZERO DOLLARS LEFT IN HIS BANK ACCOUNT
audio/train_00791.wav,THE BOOK IS DIVIDED INTO FIVE CHAPTERS EACH WITH A DIFFERENT THEME
audio/train_00792.wav,HE ONLY HAD FOUR DAYS TO FINISH THE PROJECT
audio/train_00793.wav,THEY WERE ABLE TO FIND THE TWO SOCKS THAT HAD GONE MISSING
audio/train_00794.wav,THERE ARE SEVEN DAYS IN A WEEK
audio/train_00795.wav,THE LIBRARY HAD EIGHT STUDY ROOMS
audio/train_00796.wav,THE GAME HAD THREE LEVELS OF DIFFICULTY
audio/train_00797.wav,THEY HAVE BEEN MARRIED FOR NINE YEARS
audio/train_00798.wav,WE HAVE NINE PLAYERS IN OUR TEAM
audio/train_00799.wav,SHE FELT ZERO ANXIETY WHEN SPEAKING IN FRONT OF LARGE AUDIENCES
audio/train_00800.wav,HE WAS ABLE TO LIFT A HEAVY WEIGHT WITH ZERO STRAIN ON HIS BACK
audio/train_00801.wav,THEY TOOK FIVE PHOTOGRAPHS OF THE SUNSET
audio/train_00802.wav,THEY WERE ABLE TO ESCAPE THE ROOM WITH ZERO MINUTES TO SPARE
audio/train_00803.wav,WE ONLY HAVE ONE LIFE TO LIVE SO MAKE IT COUNT
audio/train_00804.wav,THEY WAITED IN LINE FOR FIVE HOURS TO GET TICKETS TO THE CONCERT
audio/train_00805.wav,THEY PLANTED SIX APPLE TREES IN THEIR GARDEN
audio/train_00806.wav,SAW TWO DOLPHINS SWIMMING IN THE OCEAN THIS MORNING
audio/train_00807.wav,THEY WERE ABLE TO RUN SEVEN MILES WITHOUT STOPPING
audio/train_00808.wav,SHE HAD TO TAKE FIVE DIFFERENT MEDICATIONS TO MANAGE HER CHRONIC ILLNESS
audio/train_00809.wav,HE WAS THE ONE WHO TAUGHT ME HOW TO RIDE A BIKE
audio/train_00810.wav,THEY HAD TO SOLVE SEVEN RIDDLES TO ENTER THE CASTLE
audio/train_00811.wav,HE PLAYED NINE DIFFERENT MUSICAL INSTRUMENTS
audio/train_00812.wav,BOTH OF THEM HAVE TWO OLDER SIBLINGS
audio/train_00813.wav,THEY HAD ZERO TOLERANCE FOR BULLYING IN THEIR SCHOOL
audio/train_00814.wav,THEY SPENT EIGHT HOURS DRIVING ACROSS THE COUNTRY
audio/train_00815.wav,THE BOOK WAS DIVIDED INTO THREE PARTS
audio/train_00816.wav,BOTH OF THEM HAVE TWO OLDER SIBLINGS
audio/train_00817.wav,HE PLAYED NINE DIFFERENT MUSICAL INSTRUMENTS
audio/train_00818.wav,HE WAS ABLE TO LIFT A HEAVY WEIGHT WITH ZERO STRAIN ON HIS BACK
audio/train_00819.wav,THEY NEEDED THREE MORE PLAYERS TO FORM A FULL TEAM
audio/train_00820.wav,SHE CAN SPEAK NINE LANGUAGES FLUENTLY
audio/train_00821.wav,HE HAD SIX DIFFERENT CARS THROUGHOUT HIS LIFE
audio/train_00822.wav,THE SEVEN WONDERS OF THE ANCIENT WORLD ARE AMAZING
audio/train_00823.wav,THE PLANT HAD GROWN FOUR INCHES SINCE SHE LAST MEASURED IT
audio/train_00824.wav,SHE BOUGHT A SET OF FIVE CANDLES WITH DIFFERENT SCENTS
audio/train_00825.wav,HE WAS ABLE TO FIX THE CAR WITH ZERO KNOWLEDGE OF MECHANICS
audio/train_00826.wav,SHE RECEIVED FIVE DIFFERENT JOB OFFERS AFTER GRADUATING FROM COLLEGE
audio/train_00827.wav,THEY HAD TO DRIVE SIX HOURS TO ATTEND A FAMILY REUNION
audio/train_00828.wav,THEY SAY ONE SHOULD ALWAYS FOLLOW THEIR DREAMS
audio/train_00829.wav,THE FIVE FRIENDS WENT ON A ROAD TRIP ACROSS THE COUNTRY
audio/train_00830.wav,WE ONLY HAVE ONE LIFE TO LIVE SO MAKE IT COUNT
audio/train_00831.wav,HE WON SEVEN GAMES IN A ROW AND FELT UNSTOPPABLE
audio/train_00832.wav,HE IS THE ONLY ONE WHO CAN SOLVE THE PUZZLE
audio/train_00833.wav,RECEIVED FIVE DIFFERENT JOB OFFERS AFTER GRADUATING FROM COLLEGE
audio/train_00834.wav,THEY WERE ABLE TO CATCH SEVEN FISH IN THE LAKE
audio/train_00835.wav,BOTH OF THEM HAVE TWO OLDER SIBLINGS
audio/train_00836.wav,THEY SPENT SIX MONTHS RENOVATING THEIR HOUSE
audio/train_00837.wav,THEY WENT ON A SIX DAY HIKE THROUGH THE MOUNTAINS
audio/train_00838.wav,WE ONLY HAVE ONE LIFE TO LIVE SO MAKE IT COUNT
audio/train_00839.wav,THEY SAY THAT FIVE IS THE MAGIC NUMBER
audio/train_00840.wav,SHE ONLY HAD FIVE MINUTES TO FINISH THE EXAM
audio/train_00841.wav,THEY WERE ONLY SEVEN DOLLARS AWAY FROM BEING ABLE TO AFFORD THE NEW GADGET
audio/train_00842.wav,THE MOVIE HAD A SEVEN MINUTE LONG ACTION SEQUENCE
audio/train_00843.wav,THEY TOOK A TWO HOUR TRAIN RIDE TO GET TO THE BEACH
audio/train_00844.wav,HE HAD TO PAY FOUR TIMES THE NORMAL PRICE FOR THE CONCERT TICKETS
audio/train_00845.wav,SHE NEEDS TO TAKE TWO PILLS EVERY MORNING FOR HER HEALTH
audio/train_00846.wav,THEY WAITED IN LINE FOR FIVE HOURS TO GET TICKETS TO THE CONCERT
audio/train_00847.wav,SHE WAS EIGHT YEARS OLD WHEN SHE FIRST DISCOVERED HER LOVE FOR MUSIC
audio/train_00848.wav,HE CAUGHT EIGHT FISH ON THEIR FISHING TRIP
audio/train_00849.wav,SHE WROTE A FIVE PAGE ESSAY ON THE IMPACT OF CLIMATE CHANGE ON MARINE LIFE
audio/train_00850.wav,THEY READ SEVEN BOOKS OVER THE SUMMER AND FELT PROUD OF THEIR ACCOMPLISHMENT
audio/train_00851.wav,THEY TOOK A TWO HOUR TRAIN RIDE TO GET TO THE BEACH
audio/train_00852.wav,THE PROJECT WILL TAKE TWO MONTHS TO COMPLETE
audio/train_00853.wav,SHE WON NINE MATCHES IN A ROW
audio/train_00854.wav,THE SEVEN DWARFS IN SNOW WHITE ARE ICONIC CHARACTERS
audio/train_00855.wav,SHE COULD ONLY AFFORD TO BUY FOUR ITEMS FROM THE STORE
audio/train_00856.wav,SHE DECIDED TO GO ON A ZERO SUGAR DIET TO IMPROVE HER HEALTH
audio/train_00857.wav,THEY STAYED IN SIX DIFFERENT HOTELS DURING THEIR ROAD TRIP
audio/train_00858.wav,THERE IS A ONE DOLLAR DISCOUNT FOR BUS PASSES TODAY
audio/train_00859.wav,THE RECIPE REQUIRES TWO CUPS OF FLOUR
audio/train_00860.wav,SHE BOUGHT THREE NEW DRESSES FOR THE WEDDING
audio/train_00861.wav,SHE NEEDS TO TAKE TWO PILLS EVERY MORNING FOR HER HEALTH
audio/train_00862.wav,SHE HAD TO TAKE FIVE DIFFERENT MEDICATIONS TO MANAGE HER CHRONIC ILLNESS
audio/train_00863.wav,THEY HAD TO ATTEND THREE DIFFERENT WEDDINGS IN THE SAME MONTH
audio/train_00864.wav,IT TOOK ONE MINUTE FOR THE TEAM TO MAKE THEIR DECISION
audio/train_00865.wav,HE HAD SIX DIFFERENT MUSICAL INSTRUMENTS TO PLAY WITH
audio/train_00866.wav,THEY SAY THAT FIVE IS THE MAGIC NUMBER
audio/train_00867.wav,SHE SPENT TWO HOURS CLEANING HER APARTMENT
audio/train_00868.wav,THEY WERE SEVEN MILES INTO THEIR HIKE
audio/train_00869.wav,SHE VISITED NINE COUNTRIES IN A YEAR
audio/train_00870.wav,SHE COULD ONLY AFFORD TO BUY FOUR ITEMS FROM THE STORE
audio/train_00871.wav,THEY ONLY HAD THREE MINUTES TO COMPLETE THE OBSTACLE COURSE
audio/train_00872.wav,HE HAD TO CHOOSE BETWEEN TWO JOB OFFERS
audio/train_00873.wav,THE PAINTING FEATURED THREE BOATS ON A CALM BLUE SEA
audio/train_00874.wav,HE WAS THE ONE WHO TAUGHT ME HOW TO RIDE A BIKE
audio/train_00875.wav,SHE HAD EIGHT DIFFERENT OUTFITS FOR THE PHOTOSHOOT
audio/train_00876.wav,SHE HAD TO WORK EIGHT HOUR SHIFTS AT THE HOSPITAL
audio/train_00877.wav,AFTER THREE HOURS OF DRIVING THEY FINALLY ARRIVED AT THEIR DESTINATION
audio/train_00878.wav,THEY WERE SEVEN PAGES INTO THE BOOK
audio/train_00879.wav,HE WAS ABLE TO COMPLETE THE CROSSWORD PUZZLE WITH ZERO ERRORS
audio/train_00880.wav,THERE ARE TWO DOORS TO ENTER THE BUILDING
